"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu May 16 07:52:44 GMT 2024","Thu May 16 07:52:49 GMT 2024","5537","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка названия замоканой книги",""
"passed","Thu May 16 07:53:06 GMT 2024","Thu May 16 07:53:08 GMT 2024","1949","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Learning JavaScript Design Patterns",""
"broken","Thu May 16 07:52:31 GMT 2024","Thu May 16 07:53:01 GMT 2024","30221","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация номер два",""
"passed","Thu May 16 07:53:14 GMT 2024","Thu May 16 07:53:15 GMT 2024","1796","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Programming JavaScript Applications",""
"passed","Thu May 16 07:53:12 GMT 2024","Thu May 16 07:53:14 GMT 2024","1838","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: You Don't Know JS",""
"passed","Thu May 16 07:53:10 GMT 2024","Thu May 16 07:53:12 GMT 2024","1782","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Speaking JavaScript",""
"failed","Thu May 16 07:53:03 GMT 2024","Thu May 16 07:53:03 GMT 2024","22","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Зафейленый тест",""
"passed","Thu May 16 07:52:29 GMT 2024","Thu May 16 07:52:31 GMT 2024","2175","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка что кнопка логина существует",""
"passed","Thu May 16 07:53:53 GMT 2024","Thu May 16 07:53:58 GMT 2024","5585","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка открытия новой вкладки",""
"passed","Thu May 16 07:52:26 GMT 2024","Thu May 16 07:52:29 GMT 2024","3080","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Не корректный логин",""
"passed","Thu May 16 07:53:15 GMT 2024","Thu May 16 07:53:16 GMT 2024","982","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Eloquent JavaScript, Second Edition",""
"passed","Thu May 16 07:53:08 GMT 2024","Thu May 16 07:53:10 GMT 2024","1621","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Designing Evolvable Web APIs with ASP.NET",""
"passed","Thu May 16 07:52:17 GMT 2024","Thu May 16 07:52:26 GMT 2024","9156","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация",""
"passed","Thu May 16 07:53:16 GMT 2024","Thu May 16 07:53:17 GMT 2024","364","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Understanding ECMAScript 6",""
"skipped","Thu May 16 07:51:46 GMT 2024","Thu May 16 07:51:46 GMT 2024","1","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка, что мы на странице логина",""
"passed","Thu May 16 07:53:03 GMT 2024","Thu May 16 07:53:06 GMT 2024","3143","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Git Pocket Guide",""
