"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 15 21:15:04 GMT 2024","Wed May 15 21:15:06 GMT 2024","1947","chromium","authorize.spec.ts","Тесты на demoqa.com","","","Проверка что кнопка логина существует",""
"passed","Wed May 15 21:15:12 GMT 2024","Wed May 15 21:15:14 GMT 2024","1842","chromium","authorize.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Designing Evolvable Web APIs with ASP.NET",""
"failed","Wed May 15 21:15:07 GMT 2024","Wed May 15 21:15:07 GMT 2024","31","chromium","authorize.spec.ts","Тесты на demoqa.com","","","Зафейленый тест",""
"passed","Wed May 15 21:15:10 GMT 2024","Wed May 15 21:15:12 GMT 2024","1716","chromium","authorize.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Learning JavaScript Design Patterns",""
"skipped","Wed May 15 21:15:00 GMT 2024","Wed May 15 21:15:00 GMT 2024","1","chromium","authorize.spec.ts","Тесты на demoqa.com","","","Проверка, что мы на странице логина",""
"passed","Wed May 15 21:15:13 GMT 2024","Wed May 15 21:15:15 GMT 2024","1846","chromium","authorize.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Understanding ECMAScript 6",""
"passed","Wed May 15 21:15:08 GMT 2024","Wed May 15 21:15:10 GMT 2024","1897","chromium","authorize.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: You Don't Know JS",""
"passed","Wed May 15 21:15:00 GMT 2024","Wed May 15 21:15:04 GMT 2024","4187","chromium","authorize.spec.ts","Тесты на demoqa.com","","","Не корректный логин",""
"passed","Wed May 15 21:15:14 GMT 2024","Wed May 15 21:15:15 GMT 2024","1747","chromium","authorize.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Speaking JavaScript",""
"passed","Wed May 15 21:15:10 GMT 2024","Wed May 15 21:15:11 GMT 2024","1448","chromium","authorize.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Programming JavaScript Applications",""
"passed","Wed May 15 21:15:11 GMT 2024","Wed May 15 21:15:13 GMT 2024","1800","chromium","authorize.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Eloquent JavaScript, Second Edition",""
"passed","Wed May 15 21:15:08 GMT 2024","Wed May 15 21:15:10 GMT 2024","1891","chromium","authorize.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Git Pocket Guide",""
"passed","Wed May 15 21:15:00 GMT 2024","Wed May 15 21:15:04 GMT 2024","4288","chromium","authorize.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация",""
"passed","Wed May 15 21:15:06 GMT 2024","Wed May 15 21:15:08 GMT 2024","2016","chromium","authorize.spec.ts","Тесты на demoqa.com","","","Проверка открытия новой вкладки",""
"passed","Wed May 15 21:15:04 GMT 2024","Wed May 15 21:15:06 GMT 2024","1974","chromium","authorize.spec.ts","Тесты на demoqa.com","","","Проверка названия замоканой книги",""
