"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 20 21:51:09 GMT 2024","Thu Jun 20 21:51:15 GMT 2024","6136","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Designing Evolvable Web APIs with ASP.NET",""
"skipped","Thu Jun 20 21:50:20 GMT 2024","Thu Jun 20 21:50:20 GMT 2024","1","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка, что мы на странице логина",""
"passed","Thu Jun 20 21:50:53 GMT 2024","Thu Jun 20 21:51:05 GMT 2024","11432","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Git Pocket Guide",""
"passed","Thu Jun 20 21:50:36 GMT 2024","Thu Jun 20 21:50:43 GMT 2024","7454","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка что кнопка логина существует",""
"passed","Thu Jun 20 21:50:36 GMT 2024","Thu Jun 20 21:50:47 GMT 2024","11287","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация номер два",""
"passed","Thu Jun 20 21:51:17 GMT 2024","Thu Jun 20 21:51:24 GMT 2024","6490","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Understanding ECMAScript 6",""
"passed","Thu Jun 20 21:50:43 GMT 2024","Thu Jun 20 21:50:51 GMT 2024","7810","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка названия замоканой книги",""
"passed","Thu Jun 20 21:51:03 GMT 2024","Thu Jun 20 21:51:13 GMT 2024","9818","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Programming JavaScript Applications",""
"passed","Thu Jun 20 21:50:29 GMT 2024","Thu Jun 20 21:50:36 GMT 2024","6999","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Не корректный логин",""
"passed","Thu Jun 20 21:50:20 GMT 2024","Thu Jun 20 21:50:29 GMT 2024","8801","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация",""
"passed","Thu Jun 20 21:51:05 GMT 2024","Thu Jun 20 21:51:09 GMT 2024","4310","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Learning JavaScript Design Patterns",""
"failed","Thu Jun 20 21:50:53 GMT 2024","Thu Jun 20 21:50:53 GMT 2024","61","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Зафейленый тест",""
"passed","Thu Jun 20 21:51:15 GMT 2024","Thu Jun 20 21:51:23 GMT 2024","7215","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Speaking JavaScript",""
"passed","Thu Jun 20 21:51:13 GMT 2024","Thu Jun 20 21:51:17 GMT 2024","4191","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Eloquent JavaScript, Second Edition",""
"passed","Thu Jun 20 21:50:53 GMT 2024","Thu Jun 20 21:51:03 GMT 2024","9743","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: You Don't Know JS",""
"passed","Thu Jun 20 21:50:47 GMT 2024","Thu Jun 20 21:50:53 GMT 2024","5836","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка открытия новой вкладки",""
