"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 16 10:44:02 GMT 2024","Thu May 16 10:44:07 GMT 2024","4905","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Learning JavaScript Design Patterns",""
"failed","Thu May 16 10:44:00 GMT 2024","Thu May 16 10:44:00 GMT 2024","24","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Зафейленый тест",""
"passed","Thu May 16 10:43:57 GMT 2024","Thu May 16 10:43:59 GMT 2024","2028","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка открытия новой вкладки",""
"passed","Thu May 16 10:44:11 GMT 2024","Thu May 16 10:44:12 GMT 2024","1585","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Programming JavaScript Applications",""
"passed","Thu May 16 10:44:09 GMT 2024","Thu May 16 10:44:11 GMT 2024","1984","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: You Don't Know JS",""
"passed","Thu May 16 10:44:04 GMT 2024","Thu May 16 10:44:09 GMT 2024","5030","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация",""
"passed","Thu May 16 10:44:14 GMT 2024","Thu May 16 10:44:15 GMT 2024","1475","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Understanding ECMAScript 6",""
"passed","Thu May 16 10:44:10 GMT 2024","Thu May 16 10:44:11 GMT 2024","1599","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Speaking JavaScript",""
"passed","Thu May 16 10:44:01 GMT 2024","Thu May 16 10:44:02 GMT 2024","1836","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Git Pocket Guide",""
"skipped","Thu May 16 10:43:17 GMT 2024","Thu May 16 10:43:17 GMT 2024","1","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка, что мы на странице логина",""
"passed","Thu May 16 10:44:12 GMT 2024","Thu May 16 10:44:14 GMT 2024","1557","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Eloquent JavaScript, Second Edition",""
"passed","Thu May 16 10:43:49 GMT 2024","Thu May 16 10:43:54 GMT 2024","4236","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Не корректный логин",""
"passed","Thu May 16 10:43:55 GMT 2024","Thu May 16 10:43:57 GMT 2024","1740","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка названия замоканой книги",""
"failed","Thu May 16 10:43:41 GMT 2024","Thu May 16 10:43:49 GMT 2024","7621","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация номер два",""
"passed","Thu May 16 10:44:07 GMT 2024","Thu May 16 10:44:10 GMT 2024","2151","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Designing Evolvable Web APIs with ASP.NET",""
"passed","Thu May 16 10:43:54 GMT 2024","Thu May 16 10:43:55 GMT 2024","1899","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка что кнопка логина существует",""
