"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 15 21:29:27 GMT 2024","Wed May 15 21:29:32 GMT 2024","4680","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Git Pocket Guide",""
"passed","Wed May 15 21:29:35 GMT 2024","Wed May 15 21:29:37 GMT 2024","1626","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Speaking JavaScript",""
"passed","Wed May 15 21:29:34 GMT 2024","Wed May 15 21:29:35 GMT 2024","1563","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Designing Evolvable Web APIs with ASP.NET",""
"broken","Wed May 15 21:28:49 GMT 2024","Wed May 15 21:29:19 GMT 2024","30332","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация номер два",""
"passed","Wed May 15 21:29:22 GMT 2024","Wed May 15 21:29:24 GMT 2024","1806","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка названия замоканой книги",""
"passed","Wed May 15 21:29:20 GMT 2024","Wed May 15 21:29:25 GMT 2024","5056","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка что кнопка логина существует",""
"passed","Wed May 15 21:29:29 GMT 2024","Wed May 15 21:29:31 GMT 2024","2069","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Programming JavaScript Applications",""
"failed","Wed May 15 21:29:26 GMT 2024","Wed May 15 21:29:26 GMT 2024","33","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Зафейленый тест",""
"passed","Wed May 15 21:29:32 GMT 2024","Wed May 15 21:29:34 GMT 2024","2322","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Learning JavaScript Design Patterns",""
"passed","Wed May 15 21:28:36 GMT 2024","Wed May 15 21:28:46 GMT 2024","9885","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация",""
"passed","Wed May 15 21:29:24 GMT 2024","Wed May 15 21:29:27 GMT 2024","2491","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка открытия новой вкладки",""
"passed","Wed May 15 21:29:32 GMT 2024","Wed May 15 21:29:35 GMT 2024","2345","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Understanding ECMAScript 6",""
"passed","Wed May 15 21:29:31 GMT 2024","Wed May 15 21:29:32 GMT 2024","1666","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Eloquent JavaScript, Second Edition",""
"passed","Wed May 15 21:29:27 GMT 2024","Wed May 15 21:29:29 GMT 2024","1930","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: You Don't Know JS",""
"passed","Wed May 15 21:29:16 GMT 2024","Wed May 15 21:29:22 GMT 2024","6161","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Не корректный логин",""
"skipped","Wed May 15 21:28:05 GMT 2024","Wed May 15 21:28:05 GMT 2024","1","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка, что мы на странице логина",""
