"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Aug 05 08:51:06 GMT 2024","Mon Aug 05 08:51:06 GMT 2024","0","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка, что мы на странице логина",""
"passed","Mon Aug 05 08:50:16 GMT 2024","Mon Aug 05 08:50:24 GMT 2024","7769","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация номер два",""
"skipped","Mon Aug 05 08:51:46 GMT 2024","Mon Aug 05 08:51:46 GMT 2024","0","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка, что мы на странице логина",""
"passed","Mon Aug 05 08:52:28 GMT 2024","Mon Aug 05 08:52:36 GMT 2024","7499","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Learning JavaScript Design Patterns",""
"passed","Mon Aug 05 08:50:30 GMT 2024","Mon Aug 05 08:50:39 GMT 2024","8291","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация",""
"passed","Mon Aug 05 08:51:39 GMT 2024","Mon Aug 05 08:51:43 GMT 2024","3886","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Designing Evolvable Web APIs with ASP.NET",""
"passed","Mon Aug 05 08:52:44 GMT 2024","Mon Aug 05 08:52:50 GMT 2024","6014","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Speaking JavaScript",""
"passed","Mon Aug 05 08:50:59 GMT 2024","Mon Aug 05 08:51:06 GMT 2024","6778","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Understanding ECMAScript 6",""
"passed","Mon Aug 05 08:51:07 GMT 2024","Mon Aug 05 08:51:18 GMT 2024","10937","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация",""
"passed","Mon Aug 05 08:50:36 GMT 2024","Mon Aug 05 08:50:43 GMT 2024","7227","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка названия замоканой книги",""
"passed","Mon Aug 05 08:50:24 GMT 2024","Mon Aug 05 08:50:30 GMT 2024","5471","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Не корректный логин",""
"passed","Mon Aug 05 08:50:45 GMT 2024","Mon Aug 05 08:50:47 GMT 2024","2792","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Git Pocket Guide",""
"failed","Mon Aug 05 08:52:20 GMT 2024","Mon Aug 05 08:52:20 GMT 2024","34","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Зафейленый тест",""
"passed","Mon Aug 05 08:51:26 GMT 2024","Mon Aug 05 08:51:30 GMT 2024","3983","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка названия замоканой книги",""
"passed","Mon Aug 05 08:51:48 GMT 2024","Mon Aug 05 08:52:01 GMT 2024","12896","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация",""
"failed","Mon Aug 05 08:52:28 GMT 2024","Mon Aug 05 08:52:37 GMT 2024","8916","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка названия замоканой книги",""
"passed","Mon Aug 05 08:52:03 GMT 2024","Mon Aug 05 08:52:11 GMT 2024","8526","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка что кнопка логина существует",""
"passed","Mon Aug 05 08:50:47 GMT 2024","Mon Aug 05 08:50:54 GMT 2024","6815","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Learning JavaScript Design Patterns",""
"passed","Mon Aug 05 08:51:50 GMT 2024","Mon Aug 05 08:52:03 GMT 2024","12574","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация номер два",""
"passed","Mon Aug 05 08:51:42 GMT 2024","Mon Aug 05 08:51:46 GMT 2024","3712","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Eloquent JavaScript, Second Edition",""
"passed","Mon Aug 05 08:51:21 GMT 2024","Mon Aug 05 08:51:27 GMT 2024","5359","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка что кнопка логина существует",""
"passed","Mon Aug 05 08:51:43 GMT 2024","Mon Aug 05 08:51:46 GMT 2024","3382","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Speaking JavaScript",""
"passed","Mon Aug 05 08:51:07 GMT 2024","Mon Aug 05 08:51:21 GMT 2024","14087","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация номер два",""
"passed","Mon Aug 05 08:52:36 GMT 2024","Mon Aug 05 08:52:44 GMT 2024","7716","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Designing Evolvable Web APIs with ASP.NET",""
"passed","Mon Aug 05 08:51:33 GMT 2024","Mon Aug 05 08:51:39 GMT 2024","5696","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: You Don't Know JS",""
"passed","Mon Aug 05 08:50:30 GMT 2024","Mon Aug 05 08:50:36 GMT 2024","6034","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка что кнопка логина существует",""
"passed","Mon Aug 05 08:50:46 GMT 2024","Mon Aug 05 08:50:51 GMT 2024","5047","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: You Don't Know JS",""
"passed","Mon Aug 05 08:52:58 GMT 2024","Mon Aug 05 08:53:04 GMT 2024","6059","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Understanding ECMAScript 6",""
"passed","Mon Aug 05 08:50:39 GMT 2024","Mon Aug 05 08:50:46 GMT 2024","7783","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка открытия новой вкладки",""
"passed","Mon Aug 05 08:51:18 GMT 2024","Mon Aug 05 08:51:26 GMT 2024","8691","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Не корректный логин",""
"passed","Mon Aug 05 08:51:46 GMT 2024","Mon Aug 05 08:51:49 GMT 2024","2922","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Understanding ECMAScript 6",""
"passed","Mon Aug 05 08:50:51 GMT 2024","Mon Aug 05 08:50:54 GMT 2024","2472","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Programming JavaScript Applications",""
"skipped","Mon Aug 05 08:50:16 GMT 2024","Mon Aug 05 08:50:16 GMT 2024","1","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка, что мы на странице логина",""
"passed","Mon Aug 05 08:52:52 GMT 2024","Mon Aug 05 08:52:58 GMT 2024","6032","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Eloquent JavaScript, Second Edition",""
"passed","Mon Aug 05 08:51:27 GMT 2024","Mon Aug 05 08:51:32 GMT 2024","5410","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка открытия новой вкладки",""
"passed","Mon Aug 05 08:50:54 GMT 2024","Mon Aug 05 08:50:59 GMT 2024","5466","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Eloquent JavaScript, Second Edition",""
"failed","Mon Aug 05 08:51:33 GMT 2024","Mon Aug 05 08:51:33 GMT 2024","34","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Зафейленый тест",""
"passed","Mon Aug 05 08:52:21 GMT 2024","Mon Aug 05 08:52:28 GMT 2024","7659","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Git Pocket Guide",""
