"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 16 12:49:12 GMT 2024","Thu May 16 12:49:20 GMT 2024","8144","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Git Pocket Guide",""
"passed","Thu May 16 12:49:30 GMT 2024","Thu May 16 12:49:37 GMT 2024","7319","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Speaking JavaScript",""
"failed","Thu May 16 12:48:50 GMT 2024","Thu May 16 12:49:02 GMT 2024","12570","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация номер два",""
"skipped","Thu May 16 12:48:04 GMT 2024","Thu May 16 12:48:04 GMT 2024","0","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка, что мы на странице логина",""
"passed","Thu May 16 12:49:22 GMT 2024","Thu May 16 12:49:33 GMT 2024","11130","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка открытия новой вкладки",""
"passed","Thu May 16 12:49:35 GMT 2024","Thu May 16 12:49:35 GMT 2024","461","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Understanding ECMAScript 6",""
"passed","Thu May 16 12:48:50 GMT 2024","Thu May 16 12:49:02 GMT 2024","11786","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Не корректный логин",""
"failed","Thu May 16 12:49:11 GMT 2024","Thu May 16 12:49:11 GMT 2024","140","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Зафейленый тест",""
"passed","Thu May 16 12:49:34 GMT 2024","Thu May 16 12:49:35 GMT 2024","593","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Eloquent JavaScript, Second Edition",""
"passed","Thu May 16 12:48:38 GMT 2024","Thu May 16 12:48:50 GMT 2024","12442","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация",""
"passed","Thu May 16 12:49:34 GMT 2024","Thu May 16 12:49:34 GMT 2024","543","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Programming JavaScript Applications",""
"passed","Thu May 16 12:49:20 GMT 2024","Thu May 16 12:49:28 GMT 2024","7484","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Learning JavaScript Design Patterns",""
"passed","Thu May 16 12:49:02 GMT 2024","Thu May 16 12:49:08 GMT 2024","6374","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка что кнопка логина существует",""
"passed","Thu May 16 12:49:33 GMT 2024","Thu May 16 12:49:34 GMT 2024","526","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: You Don't Know JS",""
"passed","Thu May 16 12:49:28 GMT 2024","Thu May 16 12:49:30 GMT 2024","2239","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Designing Evolvable Web APIs with ASP.NET",""
"passed","Thu May 16 12:49:03 GMT 2024","Thu May 16 12:49:07 GMT 2024","3931","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка названия замоканой книги",""
