"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 05 11:33:07 GMT 2024","Mon Aug 05 11:33:11 GMT 2024","4862","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Не корректный логин",""
"failed","Mon Aug 05 11:33:31 GMT 2024","Mon Aug 05 11:33:31 GMT 2024","52","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Зафейленый тест",""
"failed","Mon Aug 05 11:31:46 GMT 2024","Mon Aug 05 11:31:56 GMT 2024","10638","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация сломанный вариант",""
"passed","Mon Aug 05 11:32:46 GMT 2024","Mon Aug 05 11:32:56 GMT 2024","10157","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация",""
"passed","Mon Aug 05 11:32:25 GMT 2024","Mon Aug 05 11:32:28 GMT 2024","3113","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка открытия новой вкладки",""
"skipped","Mon Aug 05 11:31:56 GMT 2024","Mon Aug 05 11:31:56 GMT 2024","0","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка, что мы на странице логина",""
"passed","Mon Aug 05 11:32:45 GMT 2024","Mon Aug 05 11:32:47 GMT 2024","1975","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Eloquent JavaScript, Second Edition",""
"passed","Mon Aug 05 11:31:41 GMT 2024","Mon Aug 05 11:31:45 GMT 2024","4171","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка открытия новой вкладки",""
"passed","Mon Aug 05 11:32:56 GMT 2024","Mon Aug 05 11:33:07 GMT 2024","10776","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация номер два",""
"passed","Mon Aug 05 11:31:51 GMT 2024","Mon Aug 05 11:31:53 GMT 2024","1657","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Designing Evolvable Web APIs with ASP.NET",""
"passed","Mon Aug 05 11:33:37 GMT 2024","Mon Aug 05 11:33:39 GMT 2024","1709","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Programming JavaScript Applications",""
"passed","Mon Aug 05 11:31:56 GMT 2024","Mon Aug 05 11:31:58 GMT 2024","1754","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Programming JavaScript Applications",""
"passed","Mon Aug 05 11:33:11 GMT 2024","Mon Aug 05 11:33:14 GMT 2024","2944","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка что кнопка логина существует",""
"passed","Mon Aug 05 11:32:30 GMT 2024","Mon Aug 05 11:32:34 GMT 2024","3606","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Git Pocket Guide",""
"failed","Mon Aug 05 11:31:46 GMT 2024","Mon Aug 05 11:31:46 GMT 2024","46","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Зафейленый тест",""
"failed","Mon Aug 05 11:32:30 GMT 2024","Mon Aug 05 11:32:30 GMT 2024","37","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Зафейленый тест",""
"passed","Mon Aug 05 11:31:37 GMT 2024","Mon Aug 05 11:31:39 GMT 2024","2359","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка что кнопка логина существует",""
"passed","Mon Aug 05 11:33:34 GMT 2024","Mon Aug 05 11:33:36 GMT 2024","1906","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Learning JavaScript Design Patterns",""
"passed","Mon Aug 05 11:31:39 GMT 2024","Mon Aug 05 11:31:41 GMT 2024","2173","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка названия замоканой книги",""
"passed","Mon Aug 05 11:33:40 GMT 2024","Mon Aug 05 11:33:42 GMT 2024","1662","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Understanding ECMAScript 6",""
"passed","Mon Aug 05 11:31:19 GMT 2024","Mon Aug 05 11:31:26 GMT 2024","6881","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация",""
"passed","Mon Aug 05 11:32:41 GMT 2024","Mon Aug 05 11:32:43 GMT 2024","1854","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: You Don't Know JS",""
"passed","Mon Aug 05 11:32:00 GMT 2024","Mon Aug 05 11:32:02 GMT 2024","1819","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Understanding ECMAScript 6",""
"failed","Mon Aug 05 11:33:22 GMT 2024","Mon Aug 05 11:33:35 GMT 2024","12339","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация сломанный вариант",""
