"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed May 15 21:22:02 GMT 2024","Wed May 15 21:22:03 GMT 2024","26","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Зафейленый тест",""
"passed","Wed May 15 21:22:19 GMT 2024","Wed May 15 21:22:21 GMT 2024","1856","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Understanding ECMAScript 6",""
"passed","Wed May 15 21:22:09 GMT 2024","Wed May 15 21:22:11 GMT 2024","2484","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Speaking JavaScript",""
"passed","Wed May 15 21:21:59 GMT 2024","Wed May 15 21:22:01 GMT 2024","2051","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка открытия новой вкладки",""
"failed","Wed May 15 21:21:58 GMT 2024","Wed May 15 21:22:10 GMT 2024","12513","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация номер два",""
"passed","Wed May 15 21:22:05 GMT 2024","Wed May 15 21:22:07 GMT 2024","1603","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Learning JavaScript Design Patterns",""
"passed","Wed May 15 21:21:55 GMT 2024","Wed May 15 21:21:58 GMT 2024","2857","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка что кнопка логина существует",""
"passed","Wed May 15 21:22:11 GMT 2024","Wed May 15 21:22:13 GMT 2024","2168","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: You Don't Know JS",""
"passed","Wed May 15 21:21:46 GMT 2024","Wed May 15 21:21:55 GMT 2024","9014","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Не корректный логин",""
"passed","Wed May 15 21:22:03 GMT 2024","Wed May 15 21:22:05 GMT 2024","1916","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Git Pocket Guide",""
"skipped","Wed May 15 21:21:36 GMT 2024","Wed May 15 21:21:36 GMT 2024","1","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка, что мы на странице логина",""
"passed","Wed May 15 21:22:15 GMT 2024","Wed May 15 21:22:19 GMT 2024","3806","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Eloquent JavaScript, Second Edition",""
"passed","Wed May 15 21:21:37 GMT 2024","Wed May 15 21:21:46 GMT 2024","9069","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация",""
"passed","Wed May 15 21:22:13 GMT 2024","Wed May 15 21:22:15 GMT 2024","2044","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Programming JavaScript Applications",""
"passed","Wed May 15 21:22:07 GMT 2024","Wed May 15 21:22:09 GMT 2024","2362","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Designing Evolvable Web APIs with ASP.NET",""
"passed","Wed May 15 21:21:58 GMT 2024","Wed May 15 21:21:59 GMT 2024","1697","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка названия замоканой книги",""
